id_hopital,nom,ville,latitude,longitude,capacite_totale,lits_occuppees,taux_saturation,niveau_urgence,specialite_principale,temps_moyen_prise_en_charge_min,timestamp
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,60,1.0,niveau_3,Cardiologie,51,2025-12-10T18:36:54Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,67,0.9571,niveau_3,Neurologie,17,2025-12-10T18:36:54Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,18,0.3,niveau_3,Urgences,23,2025-12-10T18:36:54Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,107,0.8917,niveau_1,Urgences,37,2025-12-10T18:36:59Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,55,0.6111,niveau_2,Traumatologie,32,2025-12-10T18:36:59Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,69,0.9857,niveau_1,Pédiatrie,42,2025-12-10T18:36:59Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,49,0.49,niveau_3,Pédiatrie,25,2025-12-10T18:36:59Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,85,1.0,niveau_3,Traumatologie,38,2025-12-10T18:36:59Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:36:59Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,62,0.62,niveau_3,Traumatologie,49,2025-12-10T18:36:59Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,70,1.0,niveau_3,Urgences,53,2025-12-10T18:36:59Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,75,0.8333,niveau_3,Pédiatrie,25,2025-12-10T18:36:59Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,58,0.9667,niveau_3,Pédiatrie,43,2025-12-10T18:36:59Z
501,CHU Hassan II,Fès,34.02,-4.98,100,55,0.55,niveau_2,Cardiologie,45,2025-12-10T18:36:59Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,64,0.9846,niveau_3,Cardiologie,43,2025-12-10T18:36:59Z
601,CHU Agadir,Agadir,30.42,-9.6,90,76,0.8444,niveau_3,Neurologie,31,2025-12-10T18:36:59Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,50,0.7143,niveau_3,Pédiatrie,29,2025-12-10T18:36:59Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,62,0.7294,niveau_2,Urgences,31,2025-12-10T18:36:59Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,60,1.0,niveau_3,Cardiologie,51,2025-12-10T18:36:59Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,66,0.9429,niveau_3,Neurologie,17,2025-12-10T18:36:59Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,16,0.2667,niveau_3,Urgences,23,2025-12-10T18:36:59Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,105,0.875,niveau_1,Urgences,37,2025-12-10T18:37:04Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,54,0.6,niveau_2,Traumatologie,32,2025-12-10T18:37:04Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,70,1.0,niveau_1,Pédiatrie,42,2025-12-10T18:37:04Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,49,0.49,niveau_3,Pédiatrie,25,2025-12-10T18:37:04Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,85,1.0,niveau_3,Traumatologie,38,2025-12-10T18:37:04Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:37:04Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,61,0.61,niveau_3,Traumatologie,49,2025-12-10T18:37:04Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,70,1.0,niveau_3,Urgences,53,2025-12-10T18:37:04Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,77,0.8556,niveau_3,Pédiatrie,25,2025-12-10T18:37:04Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:04Z
501,CHU Hassan II,Fès,34.02,-4.98,100,58,0.58,niveau_2,Cardiologie,45,2025-12-10T18:37:04Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,65,1.0,niveau_3,Cardiologie,43,2025-12-10T18:37:04Z
601,CHU Agadir,Agadir,30.42,-9.6,90,74,0.8222,niveau_3,Neurologie,31,2025-12-10T18:37:04Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,49,0.7,niveau_3,Pédiatrie,29,2025-12-10T18:37:04Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,64,0.7529,niveau_2,Urgences,31,2025-12-10T18:37:04Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,59,0.9833,niveau_3,Cardiologie,51,2025-12-10T18:37:04Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,67,0.9571,niveau_3,Neurologie,17,2025-12-10T18:37:04Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,14,0.2333,niveau_3,Urgences,23,2025-12-10T18:37:04Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,106,0.8833,niveau_1,Urgences,37,2025-12-10T18:37:09Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,55,0.6111,niveau_2,Traumatologie,32,2025-12-10T18:37:09Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,70,1.0,niveau_1,Pédiatrie,42,2025-12-10T18:37:09Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,47,0.47,niveau_3,Pédiatrie,25,2025-12-10T18:37:09Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,84,0.9882,niveau_3,Traumatologie,38,2025-12-10T18:37:09Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,74,0.9867,niveau_2,Traumatologie,20,2025-12-10T18:37:09Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,64,0.64,niveau_3,Traumatologie,49,2025-12-10T18:37:09Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,70,1.0,niveau_3,Urgences,53,2025-12-10T18:37:09Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,77,0.8556,niveau_3,Pédiatrie,25,2025-12-10T18:37:09Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:09Z
501,CHU Hassan II,Fès,34.02,-4.98,100,59,0.59,niveau_2,Cardiologie,45,2025-12-10T18:37:09Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,63,0.9692,niveau_3,Cardiologie,43,2025-12-10T18:37:09Z
601,CHU Agadir,Agadir,30.42,-9.6,90,75,0.8333,niveau_3,Neurologie,31,2025-12-10T18:37:09Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,50,0.7143,niveau_3,Pédiatrie,29,2025-12-10T18:37:09Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,66,0.7765,niveau_2,Urgences,31,2025-12-10T18:37:09Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,58,0.9667,niveau_3,Cardiologie,51,2025-12-10T18:37:09Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,68,0.9714,niveau_3,Neurologie,17,2025-12-10T18:37:09Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,13,0.2167,niveau_3,Urgences,23,2025-12-10T18:37:09Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,107,0.8917,niveau_1,Urgences,37,2025-12-10T18:37:14Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,56,0.6222,niveau_2,Traumatologie,32,2025-12-10T18:37:14Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,70,1.0,niveau_1,Pédiatrie,42,2025-12-10T18:37:14Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,46,0.46,niveau_3,Pédiatrie,25,2025-12-10T18:37:14Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,84,0.9882,niveau_3,Traumatologie,38,2025-12-10T18:37:14Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:37:14Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,67,0.67,niveau_3,Traumatologie,49,2025-12-10T18:37:14Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,69,0.9857,niveau_3,Urgences,53,2025-12-10T18:37:14Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,76,0.8444,niveau_3,Pédiatrie,25,2025-12-10T18:37:14Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:14Z
501,CHU Hassan II,Fès,34.02,-4.98,100,62,0.62,niveau_2,Cardiologie,45,2025-12-10T18:37:14Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,65,1.0,niveau_3,Cardiologie,43,2025-12-10T18:37:14Z
601,CHU Agadir,Agadir,30.42,-9.6,90,78,0.8667,niveau_3,Neurologie,31,2025-12-10T18:37:14Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,51,0.7286,niveau_3,Pédiatrie,29,2025-12-10T18:37:14Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,65,0.7647,niveau_2,Urgences,31,2025-12-10T18:37:14Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,58,0.9667,niveau_3,Cardiologie,51,2025-12-10T18:37:14Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,67,0.9571,niveau_3,Neurologie,17,2025-12-10T18:37:14Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,13,0.2167,niveau_3,Urgences,23,2025-12-10T18:37:14Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,110,0.9167,niveau_1,Urgences,37,2025-12-10T18:37:19Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,54,0.6,niveau_2,Traumatologie,32,2025-12-10T18:37:19Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,70,1.0,niveau_1,Pédiatrie,42,2025-12-10T18:37:20Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,47,0.47,niveau_3,Pédiatrie,25,2025-12-10T18:37:20Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,85,1.0,niveau_3,Traumatologie,38,2025-12-10T18:37:20Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:37:20Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,69,0.69,niveau_3,Traumatologie,49,2025-12-10T18:37:20Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,67,0.9571,niveau_3,Urgences,53,2025-12-10T18:37:20Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,79,0.8778,niveau_3,Pédiatrie,25,2025-12-10T18:37:20Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:20Z
501,CHU Hassan II,Fès,34.02,-4.98,100,65,0.65,niveau_2,Cardiologie,45,2025-12-10T18:37:20Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,64,0.9846,niveau_3,Cardiologie,43,2025-12-10T18:37:20Z
601,CHU Agadir,Agadir,30.42,-9.6,90,81,0.9,niveau_3,Neurologie,31,2025-12-10T18:37:20Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,50,0.7143,niveau_3,Pédiatrie,29,2025-12-10T18:37:20Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,64,0.7529,niveau_2,Urgences,31,2025-12-10T18:37:20Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,58,0.9667,niveau_3,Cardiologie,51,2025-12-10T18:37:20Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,67,0.9571,niveau_3,Neurologie,17,2025-12-10T18:37:20Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,15,0.25,niveau_3,Urgences,23,2025-12-10T18:37:20Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,109,0.9083,niveau_1,Urgences,37,2025-12-10T18:37:25Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,56,0.6222,niveau_2,Traumatologie,32,2025-12-10T18:37:25Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,70,1.0,niveau_1,Pédiatrie,42,2025-12-10T18:37:25Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,45,0.45,niveau_3,Pédiatrie,25,2025-12-10T18:37:25Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,85,1.0,niveau_3,Traumatologie,38,2025-12-10T18:37:25Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:37:25Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,68,0.68,niveau_3,Traumatologie,49,2025-12-10T18:37:25Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,66,0.9429,niveau_3,Urgences,53,2025-12-10T18:37:25Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,78,0.8667,niveau_3,Pédiatrie,25,2025-12-10T18:37:25Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:25Z
501,CHU Hassan II,Fès,34.02,-4.98,100,64,0.64,niveau_2,Cardiologie,45,2025-12-10T18:37:25Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,65,1.0,niveau_3,Cardiologie,43,2025-12-10T18:37:25Z
601,CHU Agadir,Agadir,30.42,-9.6,90,83,0.9222,niveau_3,Neurologie,31,2025-12-10T18:37:25Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,52,0.7429,niveau_3,Pédiatrie,29,2025-12-10T18:37:25Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,63,0.7412,niveau_2,Urgences,31,2025-12-10T18:37:25Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,59,0.9833,niveau_3,Cardiologie,51,2025-12-10T18:37:25Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,70,1.0,niveau_3,Neurologie,17,2025-12-10T18:37:25Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,14,0.2333,niveau_3,Urgences,23,2025-12-10T18:37:25Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,109,0.9083,niveau_1,Urgences,37,2025-12-10T18:37:30Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,59,0.6556,niveau_2,Traumatologie,32,2025-12-10T18:37:30Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,70,1.0,niveau_1,Pédiatrie,42,2025-12-10T18:37:30Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,44,0.44,niveau_3,Pédiatrie,25,2025-12-10T18:37:30Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,85,1.0,niveau_3,Traumatologie,38,2025-12-10T18:37:30Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:37:30Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,67,0.67,niveau_3,Traumatologie,49,2025-12-10T18:37:30Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,65,0.9286,niveau_3,Urgences,53,2025-12-10T18:37:30Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,78,0.8667,niveau_3,Pédiatrie,25,2025-12-10T18:37:30Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:30Z
501,CHU Hassan II,Fès,34.02,-4.98,100,63,0.63,niveau_2,Cardiologie,45,2025-12-10T18:37:30Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,65,1.0,niveau_3,Cardiologie,43,2025-12-10T18:37:30Z
601,CHU Agadir,Agadir,30.42,-9.6,90,86,0.9556,niveau_3,Neurologie,31,2025-12-10T18:37:30Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,50,0.7143,niveau_3,Pédiatrie,29,2025-12-10T18:37:30Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,62,0.7294,niveau_2,Urgences,31,2025-12-10T18:37:30Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,60,1.0,niveau_3,Cardiologie,51,2025-12-10T18:37:30Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,68,0.9714,niveau_3,Neurologie,17,2025-12-10T18:37:30Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,13,0.2167,niveau_3,Urgences,23,2025-12-10T18:37:30Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,107,0.8917,niveau_1,Urgences,37,2025-12-10T18:37:35Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,57,0.6333,niveau_2,Traumatologie,32,2025-12-10T18:37:35Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,68,0.9714,niveau_1,Pédiatrie,42,2025-12-10T18:37:35Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,42,0.42,niveau_3,Pédiatrie,25,2025-12-10T18:37:35Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,85,1.0,niveau_3,Traumatologie,38,2025-12-10T18:37:35Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:37:35Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,69,0.69,niveau_3,Traumatologie,49,2025-12-10T18:37:35Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,65,0.9286,niveau_3,Urgences,53,2025-12-10T18:37:35Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,76,0.8444,niveau_3,Pédiatrie,25,2025-12-10T18:37:35Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:35Z
501,CHU Hassan II,Fès,34.02,-4.98,100,63,0.63,niveau_2,Cardiologie,45,2025-12-10T18:37:35Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,65,1.0,niveau_3,Cardiologie,43,2025-12-10T18:37:35Z
601,CHU Agadir,Agadir,30.42,-9.6,90,86,0.9556,niveau_3,Neurologie,31,2025-12-10T18:37:35Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,48,0.6857,niveau_3,Pédiatrie,29,2025-12-10T18:37:35Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,61,0.7176,niveau_2,Urgences,31,2025-12-10T18:37:35Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,60,1.0,niveau_3,Cardiologie,51,2025-12-10T18:37:35Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,70,1.0,niveau_3,Neurologie,17,2025-12-10T18:37:35Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,14,0.2333,niveau_3,Urgences,23,2025-12-10T18:37:35Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,105,0.875,niveau_1,Urgences,37,2025-12-10T18:37:40Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,56,0.6222,niveau_2,Traumatologie,32,2025-12-10T18:37:40Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,69,0.9857,niveau_1,Pédiatrie,42,2025-12-10T18:37:40Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,40,0.4,niveau_3,Pédiatrie,25,2025-12-10T18:37:40Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,85,1.0,niveau_3,Traumatologie,38,2025-12-10T18:37:40Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:37:40Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,68,0.68,niveau_3,Traumatologie,49,2025-12-10T18:37:40Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,68,0.9714,niveau_3,Urgences,53,2025-12-10T18:37:40Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,77,0.8556,niveau_3,Pédiatrie,25,2025-12-10T18:37:40Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:40Z
501,CHU Hassan II,Fès,34.02,-4.98,100,65,0.65,niveau_2,Cardiologie,45,2025-12-10T18:37:40Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,65,1.0,niveau_3,Cardiologie,43,2025-12-10T18:37:40Z
601,CHU Agadir,Agadir,30.42,-9.6,90,86,0.9556,niveau_3,Neurologie,31,2025-12-10T18:37:40Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,47,0.6714,niveau_3,Pédiatrie,29,2025-12-10T18:37:40Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,60,0.7059,niveau_2,Urgences,31,2025-12-10T18:37:40Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,58,0.9667,niveau_3,Cardiologie,51,2025-12-10T18:37:40Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,70,1.0,niveau_3,Neurologie,17,2025-12-10T18:37:40Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,17,0.2833,niveau_3,Urgences,23,2025-12-10T18:37:40Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,107,0.8917,niveau_1,Urgences,37,2025-12-10T18:37:45Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,55,0.6111,niveau_2,Traumatologie,32,2025-12-10T18:37:45Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,70,1.0,niveau_1,Pédiatrie,42,2025-12-10T18:37:45Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,39,0.39,niveau_3,Pédiatrie,25,2025-12-10T18:37:45Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,85,1.0,niveau_3,Traumatologie,38,2025-12-10T18:37:45Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:37:45Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,70,0.7,niveau_3,Traumatologie,49,2025-12-10T18:37:45Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,70,1.0,niveau_3,Urgences,53,2025-12-10T18:37:45Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,76,0.8444,niveau_3,Pédiatrie,25,2025-12-10T18:37:45Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:45Z
501,CHU Hassan II,Fès,34.02,-4.98,100,64,0.64,niveau_2,Cardiologie,45,2025-12-10T18:37:45Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,65,1.0,niveau_3,Cardiologie,43,2025-12-10T18:37:45Z
601,CHU Agadir,Agadir,30.42,-9.6,90,87,0.9667,niveau_3,Neurologie,31,2025-12-10T18:37:45Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,47,0.6714,niveau_3,Pédiatrie,29,2025-12-10T18:37:45Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,59,0.6941,niveau_2,Urgences,31,2025-12-10T18:37:45Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,60,1.0,niveau_3,Cardiologie,51,2025-12-10T18:37:45Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,70,1.0,niveau_3,Neurologie,17,2025-12-10T18:37:45Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,19,0.3167,niveau_3,Urgences,23,2025-12-10T18:37:45Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,107,0.8917,niveau_1,Urgences,37,2025-12-10T18:37:50Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,54,0.6,niveau_2,Traumatologie,32,2025-12-10T18:37:50Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,69,0.9857,niveau_1,Pédiatrie,42,2025-12-10T18:37:50Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,42,0.42,niveau_3,Pédiatrie,25,2025-12-10T18:37:50Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,83,0.9765,niveau_3,Traumatologie,38,2025-12-10T18:37:50Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,73,0.9733,niveau_2,Traumatologie,20,2025-12-10T18:37:50Z
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,70,0.7,niveau_3,Traumatologie,49,2025-12-10T18:37:50Z
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,70,1.0,niveau_3,Urgences,53,2025-12-10T18:37:50Z
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,75,0.8333,niveau_3,Pédiatrie,25,2025-12-10T18:37:50Z
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,60,1.0,niveau_3,Pédiatrie,43,2025-12-10T18:37:50Z
501,CHU Hassan II,Fès,34.02,-4.98,100,65,0.65,niveau_2,Cardiologie,45,2025-12-10T18:37:50Z
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,65,1.0,niveau_3,Cardiologie,43,2025-12-10T18:37:50Z
601,CHU Agadir,Agadir,30.42,-9.6,90,87,0.9667,niveau_3,Neurologie,31,2025-12-10T18:37:50Z
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,47,0.6714,niveau_3,Pédiatrie,29,2025-12-10T18:37:50Z
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,59,0.6941,niveau_2,Urgences,31,2025-12-10T18:37:50Z
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,58,0.9667,niveau_3,Cardiologie,51,2025-12-10T18:37:50Z
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,70,1.0,niveau_3,Neurologie,17,2025-12-10T18:37:50Z
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,18,0.3,niveau_3,Urgences,23,2025-12-10T18:37:50Z
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,106,0.8833,niveau_1,Urgences,37,2025-12-10T18:37:55Z
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,54,0.6,niveau_2,Traumatologie,32,2025-12-10T18:37:55Z
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,70,1.0,niveau_1,Pédiatrie,42,2025-12-10T18:37:55Z
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,40,0.4,niveau_3,Pédiatrie,25,2025-12-10T18:37:55Z
202,Hôpital Militaire,Rabat,33.99,-6.84,85,85,1.0,niveau_3,Traumatologie,38,2025-12-10T18:37:55Z
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,75,1.0,niveau_2,Traumatologie,20,2025-12-10T18:37:55Z
